bar_id,roll_c,roll_sigma_u,parkinson_vol_20bar,corwin_schultz_spread,becker_parkinson_sigma,kyle_lambda,amihud_lambda_20bar,vpin_10bar,round_number_fraction,serial_corr_signed_flow,tick_rule_accuracy
50,0.0,762.2103118852336,0.007078549518335968,0.0,0.0,,3.949338833527641e-07,0.6610829525333594,0.0,,0.0
51,0.0,764.0738558202825,0.00707423374169893,0.0,0.0,0.0,3.9696238389865605e-07,0.7454493386551162,0.0,,0.0
52,0.0,764.0738558202826,0.007074233741698931,0.0,0.0,,4.020242813347186e-07,0.8110943458993216,0.0,,0.0
53,0.0,764.2570419378436,0.0070755096477016395,0.0,0.0004433597783146698,89.17803439656262,3.868022660884455e-07,0.8516506332618176,0.0,0.7637626158259733,0.2727272727272727
54,0.0,767.024131940875,0.007081592933281282,0.0005086747491123494,0.0007806137671717175,222.45923750746582,3.8414293011738716e-07,0.8766518807357971,0.0,0.8164965809277259,0.5454545454545454
55,0.0,895.0864234599434,0.007910030945546175,0.0,0.012236392563507534,5137.07307422024,4.961354398159278e-07,0.8996757976931539,0.01694915254237288,0.44616443052163957,0.711864406779661
56,0.0,847.2544621005211,0.008051559953283514,0.0,0.014447370242209264,1276.4346927086403,5.227233513971267e-07,0.8508385537127648,0.018867924528301886,0.3444700451315691,0.5094339622641509
57,0.0,844.3195231485007,0.00825099921365056,0.0,0.009350355422308918,1794.9346967204897,5.27269950643124e-07,0.7889973231541167,0.0,0.07594610589338421,0.6101694915254238
58,0.0,856.4303595835323,0.009642694238935169,0.0061887491954485735,0.013724006473750945,-5320.207295385306,5.91471833788309e-07,0.707749454370809,0.0,-0.06454972243679029,0.578125
59,0.0,872.053781713956,0.00968981794440991,0.001681912684925386,0.015721054982938125,-1805.0633830103245,4.5331780746972156e-07,0.6287595150132652,0.0,0.189990148914337,0.5517241379310345
60,401.33181674612723,326.2867661941752,0.00843855497968918,0.0,0.007103757836564275,6278.735283306904,3.7826040910843986e-07,0.545191910854313,0.024390243902439025,0.36000000000000004,0.7073170731707317
61,282.5942296957042,410.11838992393615,0.00805705681420331,0.006328337751244436,0.005927065398397855,4985.271453763891,3.502614072203092e-07,0.45609951638347945,0.0,0.2557390794935061,0.5
62,296.0356488465717,383.7713504673105,0.007900113456060674,0.013121046869008083,0.0025434347640486757,5504.566451175937,3.887131282740317e-07,0.3861976411076987,0.0,0.4523809523809523,0.7083333333333334
63,198.14883255149257,515.4869379121193,0.008046003674212591,0.0,0.017153896415328548,1494.7828318823838,4.279151401277917e-07,0.36492461776144053,0.10714285714285714,0.33333333333333337,0.7857142857142857
64,71.77933317706264,615.4663972386655,0.008223371823344443,0.0,0.022057176037575163,1886.8126717740463,4.5009676716983245e-07,0.2856499808030927,0.0,0.4999999999999999,0.8461538461538461
65,0.0,628.0463162423735,0.008282614797157372,0.0,0.013533874291319747,-1159.1154261911915,4.84386994917583e-07,0.2766997949203344,0.0,0.5833333333333334,0.7619047619047619
66,0.0,644.0498793329158,0.008374964875419595,0.0,0.012067203887115428,-805.2163079698518,5.321273913812894e-07,0.26527974515806857,0.0,0.4855303805588612,0.6551724137931034
67,0.0,636.5324272218982,0.008457814872252587,0.0,0.008563647820909655,-589.3692027562596,5.38595634553002e-07,0.25271470878578484,0.0,0.2785930464301361,0.5428571428571428
68,0.0,639.8229243464941,0.008622108934371667,0.0,0.00917825481413,-627.1801346066874,5.550053951424435e-07,0.2461405845936839,0.0,0.18365345150671522,0.41025641025641024
69,0.0,636.0349637305258,0.009005099782156186,0.0,0.01969160883562016,1228.7696094696869,5.829423372616015e-07,0.23795299111705057,0.0,0.5445811486371707,0.8333333333333334
70,0.0,634.7376990979355,0.009050436448121733,0.0024542406437661566,0.007540450665972927,734.5207809766175,6.124681519263645e-07,0.2780236800663612,0.0,0.715626447332134,0.7272727272727273
71,0.0,629.5272856248567,0.009050436448121733,0.0,0.0029854008638367183,0.0,6.132663803342626e-07,0.3548109349214321,0.0,,1.0
72,30.694606665687242,638.5420784221225,0.00944680898934295,0.0,0.008934658943706396,949.2045739510455,7.0304837867112e-07,0.34796102490075786,0.023255813953488372,0.40705882352941186,0.5116279069767442
73,45.68948480379111,634.8522072118253,0.009574105112284481,0.0,0.012582219179513288,-124.14949154590468,7.172764409865075e-07,0.338932459710778,0.0,0.047619047619047616,0.41935483870967744
74,195.5642310587207,575.4189334924689,0.009615714991325516,0.0037330416509316735,0.00368272942620519,3289.1194312845337,5.995871889789679e-07,0.3645392162118694,0.0,0.057059372637385516,0.6578947368421053
75,178.35083447981827,386.409427532123,0.0091141515177062,0.002491337238285976,0.005015658456297985,-608.9634152752026,6.244066854771251e-07,0.4314673883916608,0.05,0.47193990372426936,0.65
76,200.30202078098446,371.25396173679303,0.008997516672433387,0.0007418625765471395,0.0054634496489755595,185.71964633603574,5.302890858302612e-07,0.5332569795938473,0.0,0.29999999999999993,1.0
77,148.66756912832435,414.27327826822983,0.008797785058845528,0.0,0.0012632952111162597,0.0,4.776719566448332e-07,0.6050561137006568,0.0,,1.0
78,107.99626285362608,429.7939058093756,0.007245564544252445,0.0,0.0,,4.5688130264521185e-07,0.6937265792696976,0.0,,1.0
79,82.16011659596775,444.9858505030525,0.007180230938601938,0.0,0.0,,4.3495559843792857e-07,0.7734808947157126,0.0,,1.0
80,60.83607260834914,456.5561060964123,0.006998749691246667,0.0,0.0,0.0,3.9400600485850985e-07,0.8120602649327964,0.0,,1.0
81,0.0,608.1767883822113,0.0068392350047782316,0.0,0.006768780477130917,1769.914708743875,3.9222294183510437e-07,0.7360894685110158,0.02702702702702703,0.21454545454545448,0.7567567567567568
82,0.0,572.2751850485388,0.006522665104122598,0.0,0.006768780477130917,0.0,3.4815627064309117e-07,0.804859925093633,0.0,,1.0
83,0.0,515.18939618389,0.006196225822806036,0.0,0.0,0.0,2.9289730746578125e-07,0.8232014420802366,0.0,,1.0
84,0.0,443.30819909938833,0.005890446124556584,0.0,0.0,0.0,2.635166571673948e-07,0.8785340939637407,0.0,,1.0
85,0.0,414.6393954009319,0.0056042736137024065,0.0,0.0,0.0,2.3378342190519527e-07,0.895077642544517,0.0,,1.0
86,0.0,413.2220612728024,0.005465240347098389,0.0,0.0,0.0,2.30320822956683e-07,0.9148019249227877,0.0,,1.0
87,0.0,410.3861498641514,0.005336127463129698,0.0,0.0,,2.2626215449209384e-07,0.9141714466136927,0.0,,1.0
88,0.0,412.7650693687211,0.0051279204682251785,0.0,0.0026137225986114076,1749.4978263230505,2.3470302698903992e-07,0.8224018707198931,0.0,0.4472135954999578,0.5454545454545454
89,115.73950391449819,440.62232786037265,0.004899919103470857,0.0025814817471998997,0.005828292403157808,298.8493510103027,2.7006325952975155e-07,0.7799852084054254,0.0,0.34163335903782827,0.8181818181818182
90,101.46780691316006,442.4043256583923,0.005103990175604632,0.010347301828630065,0.002446115707899748,6790.699935654529,2.7146946011858766e-07,0.6862905256852696,0.04,0.3066666666666669,0.72
91,95.08386278125087,445.36008884512745,0.00533474339263754,0.004617608225878992,0.0046804357093215634,765.1818528279555,2.2035213928174742e-07,0.7318576555351615,0.0,0.5921565254637923,0.6774193548387096
92,171.45428282269853,346.9759878834835,0.0047656069606902916,0.00030084933752931635,0.006404318553917002,-588.085971148115,2.3306070191884016e-07,0.7221606362102799,0.0,0.2619047619047615,0.875
93,168.7845491572342,340.36064644765116,0.004515946853425993,0.0,0.006331581265069516,572.0406972048991,2.3296177621658873e-07,0.6468704252262902,0.0,-0.09999999999999999,0.4166666666666667
94,168.82437482077674,414.64054443528534,0.0054286590641604085,0.00034659459076687757,0.010264236480697637,528.0507515402012,2.3010154927474208e-07,0.5582042661081409,0.0,0.3194444444444443,0.627906976744186
95,237.5046283864182,268.9033171103568,0.005265154283829974,0.0036756868203227946,0.00878906906286903,2659.9534045240844,2.9734822498062774e-07,0.4631530076985442,0.0,0.5138888888888886,0.7906976744186046
96,188.26039711275692,403.4835511063863,0.00603172258264059,0.0,0.01095035478257626,1288.9476371099897,3.678792497608755e-07,0.374942222844737,0.0,0.2429811282914313,0.6451612903225806
97,175.45470636012638,414.3690910167623,0.006207063424676251,0.0,0.016234764640337677,500.02972967277543,3.9547630440506283e-07,0.32788333762375543,0.0,0.5192621227991822,0.625
98,184.93944954564392,412.90232685490196,0.006297697704991843,0.006219890695155609,0.002077614890176681,-10787.399797735196,4.1743236417216633e-07,0.3418422029659622,0.014925373134328358,0.16328341402208515,0.5373134328358209
99,174.40359656563666,424.37658429555444,0.006512186049996613,0.0024923754062840192,0.004938542554768041,1972.5347682026154,4.2653749216710977e-07,0.3296010511895776,0.0,0.1985688729874776,0.47368421052631576
100,188.64374348838106,455.3505942733759,0.0067985142909706055,0.010944308616447391,0.0015921511104239755,293.8095246419268,4.282628071293614e-07,0.37942171213129294,0.0,0.05054945054945046,0.6326530612244898
101,232.70893781227923,383.3414557354195,0.006586243308855113,0.0009561116941101437,0.00690937757746532,143.19734311743682,4.5561089308907854e-07,0.3694827837202692,0.0,0.2503130871608794,0.6829268292682927
102,209.94567735502048,417.206711883537,0.00671114970413702,0.0,0.007217318966852005,2676.9131508719333,4.74422136694287e-07,0.31494380079543494,0.0,0.08738275920531942,0.6666666666666666
103,245.63457754849426,410.5105941150269,0.00697376398661378,0.0,0.010198807916722261,-3363.4976536932404,5.342241227206115e-07,0.37151743442651275,0.0,0.13333333333333358,0.5
104,241.7327384313773,414.1170993923011,0.007025780154461329,0.0023054919756333773,0.005415148104280093,-687.6300054686891,5.574364899772194e-07,0.36749829565409015,0.0,-0.06579516949597693,0.3870967741935484
105,236.83018003814746,473.21336836417265,0.0077896684363176595,0.0,0.016797943579192464,1974.2277186764338,6.477415681120029e-07,0.41681426297182,0.017241379310344827,0.1243386623705716,0.6896551724137931
106,185.49726698700988,525.3463351539131,0.008047608589314643,0.0031219320307618813,0.010993538391178378,-876.2345641597017,6.965900340934018e-07,0.43557314403057124,0.0,0.443433610175601,0.5625
107,223.77057703677062,494.6318850258332,0.008047608589314643,0.0,0.006669179435081399,0.0,5.737061024371677e-07,0.5387982272724502,0.0,,0.0
108,139.57614001365647,537.122759572891,0.008008530571725405,0.0,0.0,,4.4462664810052216e-07,0.6442134982669883,0.0,,0.0
109,86.47019756347885,534.0817315871109,0.00772475652792545,0.0,0.0,,4.1261648625489435e-07,0.7059436913451511,0.0,,0.0
110,90.450684532825,533.1484117826876,0.007537358762107318,0.0,0.0,,4.112344972695075e-07,0.7434438166850863,0.0,,0.0
111,0.0,546.5243650138306,0.007525980199535204,0.0,0.004935620831426455,680.5893280968905,3.8651441290914217e-07,0.7331260364842455,0.015625,0.22222222222222265,0.671875
112,0.0,543.8831836983226,0.007496460996597176,0.0,0.006324217970317292,3494.358173984773,3.9875713699369013e-07,0.7434627769823589,0.03636363636363636,0.36008803660965605,0.7090909090909091
113,84.28659091568262,529.2125131324777,0.007620755192571046,0.0,0.01380206377710922,571.12559823906,3.7021664767063384e-07,0.6886403405544241,0.018518518518518517,0.27417284322002744,0.6851851851851852
114,0.0,523.0987011635054,0.007572008071840517,0.005631139451691829,0.007528096296635537,1076.6895292137506,3.8880176463182515e-07,0.6834281519544869,0.019230769230769232,0.5203761755485896,0.5384615384615384
115,237.7488665163842,432.3701349612424,0.007807257905014519,0.013082407302372036,0.004226328159403242,1670.3982284613794,3.8885709675388966e-07,0.6780281460994061,0.023809523809523808,0.443091025482062,0.7380952380952381
116,243.48868067462158,380.2390659254732,0.007343748607088549,0.0,0.0092458804874332,999.632827922855,3.8701863180952987e-07,0.6680369937237318,0.0,0.17014327736084006,0.647887323943662
117,243.15632228397376,421.7058697135676,0.0075750520746893915,0.0,0.014033583817733307,4131.810187815837,4.297867912561753e-07,0.5864535386503752,0.038461538461538464,0.5192307692307687,0.7692307692307693
118,337.346308518059,336.00915600080526,0.007793847655874804,0.007132412245482323,0.006013200683334878,2830.6123092221455,4.659273499122672e-07,0.4543718906614285,0.0,0.10032206202542014,0.6842105263157895
119,213.50859463643744,535.5021976502758,0.00809360286439432,0.0011585455380790125,0.010707259370460985,316.6443762921672,4.507847528076501e-07,0.32396949765467364,0.05714285714285714,0.2916666666666669,0.6285714285714286
120,0.0,620.0642087926165,0.00806708018118541,0.0,0.01988624305187445,499.99608430698976,4.592207819266658e-07,0.24596935463778283,0.0,0.12820512820512822,0.4857142857142857
121,21.433534609321192,589.7031919030728,0.008426766826244924,0.010185931325404258,0.0044013445382763625,4009.1883641734885,4.5257828230376656e-07,0.2127075623096322,0.06,0.3493105470290529,0.64
122,0.0,636.2195619995326,0.008532248693219998,0.010370437051931242,0.00431958540756372,-335.29265415824204,4.416383143877782e-07,0.1783153828526533,0.0,0.7996422182468694,0.42105263157894735
123,0.0,687.8545711935122,0.008722870400297454,0.0,0.018394946987900288,1100.024572249348,4.7095168132394275e-07,0.1783968119667504,0.0,0.22068965517241387,0.5166666666666667
124,0.0,637.7618846191591,0.008847271567913548,0.009104888433115056,0.00462239059175568,2924.718572017107,4.492393363664286e-07,0.1792736315830376,0.0,0.3124999999999999,0.6666666666666666
125,238.2580093822542,480.2399295819574,0.008492486198909984,0.010241168344108317,0.0029613685519813485,-1288.1339013632712,4.3391329555815155e-07,0.15698194286302436,0.03636363636363636,-0.002752930850617884,0.4909090909090909
126,225.2651242866548,471.2690163210207,0.008429666680575114,0.010581811399792779,0.00281042093701115,2397.085557681785,5.169947365317031e-07,0.15453893978423816,0.0,0.403508771929825,0.6811594202898551
127,214.8658071702771,483.7054284139022,0.008778881862415157,0.0,0.020734446200931497,1120.9527434034374,6.21656368010433e-07,0.17975542426665977,0.02631578947368421,0.3994152764044085,0.7105263157894737
128,165.79372172418866,621.0960280485069,0.00927920071739911,0.001643658088632509,0.011768471569724062,-595.8478334202107,7.983894832725936e-07,0.23416888681459014,0.0,0.23295454545454555,0.6721311475409836
129,357.34948822844956,510.79713108191953,0.00964355294689651,0.017714091075631346,0.002068621030126838,5606.219216627824,8.720087416518125e-07,0.23727366787377133,0.0,0.29870129870129897,0.7454545454545455
130,327.6789219781647,553.197541843002,0.00970531875675616,0.0,0.01015265295791843,340.41943632951694,8.857077605567467e-07,0.30834193426937484,0.0,-0.25,0.7272727272727273
131,368.9428756287256,607.2883354017977,0.010563857496648366,0.002388270302192469,0.013564677155548321,-355.57384547197523,9.763432454789642e-07,0.3195404682144222,0.0,0.013297919370836943,0.5178571428571429
132,514.9908226593863,440.81724645021814,0.010862278524077831,0.014043316789685335,0.008400067379522314,3301.1470497859486,1.0362614422112304e-06,0.3192834562697576,0.0,0.16690042075736328,0.5818181818181818
133,428.73656296677234,613.757261306457,0.010860755738709982,0.0,0.01786732498323421,5006.2959835024485,1.0245698063785908e-06,0.37020998338549005,0.0,0.3382352941176471,0.5652173913043478
134,375.7261708333906,660.1928915549216,0.01046514888831525,0.0,0.008469245061822962,1580.567735850629,9.60399860168942e-07,0.45319617927994116,0.034482758620689655,0.5130434782608695,0.5517241379310345
135,403.28864351661707,574.6828578531487,0.010291912707718247,0.0006609408085128083,0.004419225209076418,3930.5442577766457,9.546057798722161e-07,0.4467953251827153,0.0,0.4059989714705751,0.7346938775510204
136,423.8414240954263,543.8743484873805,0.010282468783974482,0.0,0.005728012124475601,1279.6440799429884,8.865394476062999e-07,0.4432410750100281,0.02702702702702703,0.21981424148606818,0.5135135135135135
137,363.36600639869914,568.5913389091113,0.010093952977174594,0.002117094586680448,0.004708144733312885,2940.3181617477235,8.434755434268875e-07,0.41502469666058195,0.04,0.33333333333333337,0.8
138,417.7835951130834,553.5641264579381,0.010258249836261477,0.0,0.018953422224108122,2874.521191041418,8.951658652642294e-07,0.3540720075298451,0.0,0.07549407034786249,0.6833333333333333
139,456.06119444441686,482.13378146872657,0.010111597496224667,0.012872916861879923,0.0035347686941841344,-838.0899255116996,8.692975154582424e-07,0.3887103487332746,0.0,0.1877145186177628,0.5283018867924528
140,453.94541208456934,481.6926138379675,0.009945625669753199,0.0,0.010012459725683789,-72.0614123202149,8.821599503059227e-07,0.37223386591905067,0.07692307692307693,0.47809144373375745,0.46153846153846156
141,451.1905881761828,492.7492136214545,0.009682250777115205,0.000328509802965762,0.00467008635987529,369.9892910325712,8.558504290974266e-07,0.4087912237759854,0.0,0.2166666666666665,0.5833333333333334
142,446.1993805965384,538.2177574169665,0.009665476497504162,0.0,0.013560521930412954,-1423.2642310508993,8.690163486612545e-07,0.4400883188747521,0.0,0.25000000000000017,0.5272727272727272
143,442.57045958344827,531.5317305303192,0.009571637910269068,4.217395570873557e-05,0.009424235206226872,665.5913542040557,8.611390398398073e-07,0.3830138481478955,0.06451612903225806,0.2606800811700246,0.7096774193548387
144,426.77465861604406,526.7864084797059,0.009550347871827734,0.0013808608631738497,0.008222127098454227,456.67803005916085,8.39498599178511e-07,0.3814341920183742,0.0,0.09334108207904297,0.65
145,434.0439096626095,512.4003914612002,0.009538448440946291,0.004775923028177323,0.006010587708054658,1814.3258433648973,8.152636056779377e-07,0.43024949362886894,0.0,0.09523809523809529,0.6410256410256411
146,435.2235104783498,509.65471352347555,0.00938985612083054,0.0008383299356328888,0.006961189239387731,-249.39992105544974,8.167459196146775e-07,0.47859002302588877,0.0,0.5,0.4
147,463.4300983516124,452.87036868756013,0.009166642727976702,0.0013409766802787103,0.003914943459684591,-49.23523857368206,7.056801231841016e-07,0.48527388587347114,0.0,-0.07100716024967263,0.5757575757575758
148,336.24679115405854,594.4889901030746,0.009067044354257564,0.0,0.014866215127648356,2841.7580644247473,7.161745428844084e-07,0.5178349090809583,0.0,0.45817096691151765,0.9565217391304348
149,395.04424938951826,458.74752115792444,0.008859290938712483,0.0,0.011831091046691514,3400.5029799063686,7.248149519559054e-07,0.5596209492724804,0.0,0.004227885745265402,0.5909090909090909
150,375.9124190136713,494.74661152367156,0.008854406379360039,0.0051770749819259705,0.003581281439680079,1240.123236701122,6.350200560411122e-07,0.486089454247025,0.0,0.38949041885226016,0.7297297297297297
151,102.39525454297893,634.7313431436095,0.007875468889857042,0.0,0.014861091329279472,1171.5123876436446,6.074696189113487e-07,0.4750268436638695,0.0,0.4430910254820617,0.6666666666666666
152,158.4717543494915,585.085749245983,0.007892235161185996,0.0,0.019835539481826474,351.4738524458341,6.371610474006083e-07,0.43477574334575964,0.03125,0.3916600131784216,0.65625
153,343.050440346926,517.5294627428221,0.008890408313755892,0.005886209377880673,0.013303375851986148,1039.1987987177702,7.353899530308504e-07,0.43880429807843385,0.0,0.13181604987444903,0.6440677966101694
154,180.8514072380893,693.9181171480677,0.009070311395750598,0.0,0.01762610752588819,2698.39965694125,7.820656797857143e-07,0.375425501373908,0.038461538461538464,0.2444444444444442,0.5576923076923077
155,143.504262108385,712.7141303721558,0.00903546812149265,0.0,0.01001420576166704,1190.046297529131,7.903735195569254e-07,0.3420757507998211,0.0,0.42766860172385,0.6774193548387096
156,164.16060343954223,702.4352969445448,0.008995203575170288,0.00031056199821097573,0.0039629187205990814,1007.6372241679879,7.957043121077496e-07,0.35754143760591905,0.0,0.3086066999241838,0.7741935483870968
157,95.43305232476351,727.9508411571326,0.008980866485571927,0.0,0.0062124578546149875,5824.402183168004,7.053526271392163e-07,0.3548093497896987,0.0,0.33554916196176116,0.6101694915254238
158,0.0,668.352789404407,0.008641892971557224,0.004695617390644655,0.003109377146160842,652.4294767990623,7.081732546874351e-07,0.38292330756423276,0.020833333333333332,0.38157894736842113,0.6041666666666666
159,0.0,676.0762654865729,0.008470937763799884,0.0,0.008595902126888313,-533.7117745285193,7.00409252790124e-07,0.3183344619339146,0.0,0.497809052563182,0.6875
160,0.0,681.7643494162573,0.008536293726643236,0.0,0.007416027976826792,1862.040136907073,6.826510766238315e-07,0.3336638503859475,0.0,0.3266084458844825,0.5952380952380952
161,30.33649759856745,660.7536538245021,0.008472556311347901,0.007326033755912693,0.00031554099268038885,1674.6865434803594,6.448454433012668e-07,0.30393661933220023,0.0,0.5192307692307692,0.8823529411764706
162,0.0,713.4232610795963,0.008580780536336572,0.0,0.013700821480634642,4245.346034375885,6.692604362493911e-07,0.3241340621600728,0.0,0.2545454545454544,0.6904761904761905
163,0.0,715.0063538341992,0.008356641383976704,0.0,0.008459296290605552,-430.5649313597737,6.820886044396625e-07,0.3989594402506175,0.0,0.07738095238095238,0.4375
164,0.0,732.592588970583,0.008907450553146196,0.0032389855517351318,0.010002856548346675,2622.8054207249484,7.255412942821672e-07,0.39769404294427263,0.01818181818181818,-0.1144465290806754,0.7090909090909091
